ID,CATEGORY
16580,eyeglasses
16581,violin
16582,spider
16583,harp
16584,skyscraper
16585,pig
16586,eyeglasses
16587,spider
16588,eyeglasses
16589,eyeglasses
16590,nose
16591,skyscraper
16592,banana
16593,bulldozer
16594,eyeglasses
16595,pig
16596,bulldozer
16597,skyscraper
16598,skyscraper
16599,skyscraper
16600,pig
16601,skyscraper
16602,bulldozer
16603,keyboard
16604,eyeglasses
16605,nose
16606,chair
16607,skyscraper
16608,skyscraper
16609,spider
16610,nose
16611,bulldozer
16612,spider
16613,violin
16614,snowman
16615,eyeglasses
16616,foot
16617,harp
16618,skyscraper
16619,skyscraper
16620,skyscraper
16621,spider
16622,skyscraper
16623,laptop
16624,snowman
16625,eyeglasses
16626,foot
16627,snowman
16628,spider
16629,pig
16630,nose
16631,eyeglasses
16632,skyscraper
16633,harp
16634,skyscraper
16635,skyscraper
16636,keyboard
16637,banana
16638,eyeglasses
16639,chair
16640,snowman
16641,harp
16642,chair
16643,keyboard
16644,harp
16645,hand
16646,spider
16647,banana
16648,foot
16649,foot
16650,snowman
16651,banana
16652,eyeglasses
16653,laptop
16654,skyscraper
16655,laptop
16656,keyboard
16657,laptop
16658,banana
16659,violin
16660,skyscraper
16661,chair
16662,snowman
16663,skyscraper
16664,bulldozer
16665,foot
16666,eyeglasses
16667,laptop
16668,eyeglasses
16669,snowman
16670,bulldozer
16671,eyeglasses
16672,laptop
16673,eyeglasses
16674,eyeglasses
16675,skyscraper
16676,eyeglasses
16677,eyeglasses
16678,laptop
16679,violin
16680,spider
16681,laptop
16682,nose
16683,bulldozer
16684,skyscraper
16685,keyboard
16686,skyscraper
16687,skyscraper
16688,eyeglasses
16689,violin
16690,keyboard
16691,eyeglasses
16692,banana
16693,bulldozer
16694,nose
16695,harp
16696,laptop
16697,foot
16698,hand
16699,spider
16700,spider
16701,keyboard
16702,laptop
16703,bulldozer
16704,banana
16705,laptop
16706,keyboard
16707,laptop
16708,eyeglasses
16709,snowman
16710,bulldozer
16711,violin
16712,harp
16713,keyboard
16714,keyboard
16715,snowman
16716,spider
16717,banana
16718,laptop
16719,bulldozer
16720,banana
16721,laptop
16722,eyeglasses
16723,nose
16724,laptop
16725,keyboard
16726,keyboard
16727,harp
16728,pig
16729,eyeglasses
16730,skyscraper
16731,keyboard
16732,skyscraper
16733,eyeglasses
16734,keyboard
16735,spider
16736,eyeglasses
16737,spider
16738,skyscraper
16739,skyscraper
16740,banana
16741,keyboard
16742,bulldozer
16743,skyscraper
16744,bulldozer
16745,hand
16746,eyeglasses
16747,snowman
16748,pig
16749,foot
16750,snowman
16751,bulldozer
16752,banana
16753,bulldozer
16754,skyscraper
16755,keyboard
16756,harp
16757,keyboard
16758,keyboard
16759,harp
16760,eyeglasses
16761,harp
16762,pig
16763,snowman
16764,laptop
16765,keyboard
16766,eyeglasses
16767,pig
16768,keyboard
16769,chair
16770,bulldozer
16771,laptop
16772,laptop
16773,spider
16774,skyscraper
16775,eyeglasses
16776,eyeglasses
16777,bulldozer
16778,eyeglasses
16779,banana
16780,laptop
16781,violin
16782,pig
16783,snowman
16784,harp
16785,keyboard
16786,harp
16787,keyboard
16788,bulldozer
16789,laptop
16790,banana
16791,hand
16792,skyscraper
16793,snowman
16794,eyeglasses
16795,laptop
16796,eyeglasses
16797,pig
16798,chair
16799,snowman
16800,eyeglasses
16801,laptop
16802,keyboard
16803,hand
16804,laptop
16805,spider
16806,skyscraper
16807,skyscraper
16808,eyeglasses
16809,hand
16810,bulldozer
16811,harp
16812,eyeglasses
16813,keyboard
16814,bulldozer
16815,chair
16816,harp
16817,violin
16818,violin
16819,eyeglasses
16820,eyeglasses
16821,keyboard
16822,skyscraper
16823,skyscraper
16824,eyeglasses
16825,bulldozer
16826,spider
16827,skyscraper
16828,eyeglasses
16829,skyscraper
16830,eyeglasses
16831,foot
16832,skyscraper
16833,skyscraper
16834,skyscraper
16835,chair
16836,keyboard
16837,bulldozer
16838,eyeglasses
16839,foot
16840,eyeglasses
16841,skyscraper
16842,violin
16843,spider
16844,foot
16845,harp
16846,nose
16847,laptop
16848,skyscraper
16849,laptop
16850,eyeglasses
16851,banana
16852,foot
16853,eyeglasses
16854,bulldozer
16855,banana
16856,skyscraper
16857,laptop
16858,bulldozer
16859,keyboard
16860,laptop
16861,foot
16862,banana
16863,violin
16864,snowman
16865,spider
16866,laptop
16867,spider
16868,banana
16869,hand
16870,spider
16871,spider
16872,eyeglasses
16873,spider
16874,bulldozer
16875,foot
16876,violin
16877,skyscraper
16878,chair
16879,foot
16880,skyscraper
16881,violin
16882,keyboard
16883,bulldozer
16884,spider
16885,laptop
16886,bulldozer
16887,banana
16888,harp
16889,snowman
16890,chair
16891,harp
16892,laptop
16893,eyeglasses
16894,nose
16895,violin
16896,chair
16897,harp
16898,bulldozer
16899,foot
16900,skyscraper
16901,laptop
16902,violin
16903,laptop
16904,hand
16905,chair
16906,bulldozer
16907,snowman
16908,snowman
16909,eyeglasses
16910,bulldozer
16911,eyeglasses
16912,pig
16913,skyscraper
16914,snowman
16915,spider
16916,chair
16917,laptop
16918,skyscraper
16919,skyscraper
16920,spider
16921,hand
16922,laptop
16923,chair
16924,violin
16925,laptop
16926,spider
16927,laptop
16928,snowman
16929,nose
16930,harp
16931,harp
16932,banana
16933,keyboard
16934,keyboard
16935,laptop
16936,eyeglasses
16937,harp
16938,chair
16939,eyeglasses
16940,nose
16941,bulldozer
16942,skyscraper
16943,laptop
16944,spider
16945,snowman
16946,hand
16947,laptop
16948,banana
16949,skyscraper
16950,hand
16951,skyscraper
16952,laptop
16953,eyeglasses
16954,banana
16955,keyboard
16956,eyeglasses
16957,laptop
16958,chair
16959,laptop
16960,laptop
16961,harp
16962,skyscraper
16963,chair
16964,bulldozer
16965,keyboard
16966,snowman
16967,skyscraper
16968,banana
16969,eyeglasses
16970,banana
16971,keyboard
16972,harp
16973,bulldozer
16974,keyboard
16975,nose
16976,keyboard
16977,skyscraper
16978,laptop
16979,chair
16980,pig
16981,foot
16982,laptop
16983,snowman
16984,snowman
16985,nose
16986,nose
16987,skyscraper
16988,keyboard
16989,banana
16990,keyboard
16991,laptop
16992,foot
16993,violin
16994,bulldozer
16995,laptop
16996,eyeglasses
16997,eyeglasses
16998,chair
16999,skyscraper
17000,eyeglasses
17001,spider
17002,eyeglasses
17003,bulldozer
17004,pig
17005,hand
17006,skyscraper
17007,eyeglasses
17008,hand
17009,laptop
17010,foot
17011,banana
17012,hand
17013,skyscraper
17014,foot
17015,bulldozer
17016,eyeglasses
17017,laptop
17018,eyeglasses
17019,keyboard
17020,nose
17021,laptop
17022,chair
17023,pig
17024,spider
17025,violin
17026,eyeglasses
17027,violin
17028,harp
17029,laptop
17030,laptop
17031,bulldozer
17032,violin
17033,foot
17034,eyeglasses
17035,eyeglasses
17036,skyscraper
17037,bulldozer
17038,keyboard
17039,snowman
17040,hand
17041,harp
17042,harp
17043,foot
17044,banana
17045,skyscraper
17046,spider
17047,hand
17048,pig
17049,nose
17050,eyeglasses
17051,eyeglasses
17052,laptop
17053,bulldozer
17054,keyboard
17055,skyscraper
17056,violin
17057,pig
17058,skyscraper
17059,banana
17060,chair
17061,skyscraper
17062,hand
17063,laptop
17064,foot
17065,bulldozer
17066,skyscraper
17067,hand
17068,laptop
17069,chair
17070,laptop
17071,skyscraper
17072,laptop
17073,skyscraper
17074,skyscraper
17075,eyeglasses
17076,keyboard
17077,laptop
17078,eyeglasses
17079,eyeglasses
17080,snowman
17081,chair
17082,spider
17083,bulldozer
17084,eyeglasses
17085,skyscraper
17086,eyeglasses
17087,chair
17088,hand
17089,pig
17090,eyeglasses
17091,chair
17092,keyboard
17093,skyscraper
17094,bulldozer
17095,banana
17096,violin
17097,spider
17098,eyeglasses
17099,eyeglasses
17100,spider
17101,foot
17102,bulldozer
17103,banana
17104,laptop
17105,foot
17106,skyscraper
17107,skyscraper
17108,bulldozer
17109,banana
17110,laptop
17111,foot
17112,eyeglasses
17113,violin
17114,chair
17115,keyboard
17116,snowman
17117,eyeglasses
17118,laptop
17119,keyboard
17120,laptop
17121,banana
17122,bulldozer
17123,chair
17124,spider
17125,eyeglasses
17126,snowman
17127,harp
17128,hand
17129,foot
17130,harp
17131,bulldozer
17132,hand
17133,skyscraper
17134,banana
17135,eyeglasses
17136,eyeglasses
17137,violin
17138,laptop
17139,violin
17140,chair
17141,laptop
17142,banana
17143,chair
17144,laptop
17145,eyeglasses
17146,eyeglasses
17147,violin
17148,foot
17149,keyboard
17150,eyeglasses
17151,pig
17152,spider
17153,eyeglasses
17154,banana
17155,keyboard
17156,laptop
17157,eyeglasses
17158,eyeglasses
17159,laptop
17160,skyscraper
17161,banana
17162,foot
17163,eyeglasses
17164,banana
17165,eyeglasses
17166,pig
17167,laptop
17168,keyboard
17169,snowman
17170,eyeglasses
17171,laptop
17172,chair
17173,keyboard
17174,nose
17175,banana
17176,eyeglasses
17177,bulldozer
17178,harp
17179,nose
17180,violin
17181,snowman
17182,harp
17183,pig
17184,snowman
17185,spider
17186,bulldozer
17187,skyscraper
17188,spider
17189,eyeglasses
17190,keyboard
17191,hand
17192,foot
17193,eyeglasses
17194,harp
17195,pig
17196,pig
17197,snowman
17198,laptop
17199,eyeglasses
17200,eyeglasses
17201,violin
17202,hand
17203,nose
17204,snowman
17205,snowman
17206,snowman
17207,spider
17208,snowman
17209,skyscraper
17210,banana
17211,hand
17212,nose
17213,spider
17214,harp
17215,laptop
17216,harp
17217,eyeglasses
17218,snowman
17219,pig
17220,spider
17221,bulldozer
17222,spider
17223,hand
17224,nose
17225,skyscraper
17226,violin
17227,bulldozer
17228,snowman
17229,laptop
17230,banana
17231,eyeglasses
17232,chair
17233,bulldozer
17234,snowman
17235,nose
17236,eyeglasses
17237,eyeglasses
17238,laptop
17239,eyeglasses
17240,keyboard
17241,bulldozer
17242,eyeglasses
17243,bulldozer
17244,violin
17245,laptop
17246,bulldozer
17247,laptop
17248,spider
17249,keyboard
17250,laptop
17251,snowman
17252,chair
17253,laptop
17254,eyeglasses
17255,banana
17256,skyscraper
17257,pig
17258,eyeglasses
17259,foot
17260,harp
17261,snowman
17262,laptop
17263,eyeglasses
17264,skyscraper
17265,banana
17266,bulldozer
17267,keyboard
17268,eyeglasses
17269,harp
17270,eyeglasses
17271,skyscraper
17272,skyscraper
17273,chair
17274,snowman
17275,snowman
17276,nose
17277,spider
17278,skyscraper
17279,laptop
17280,harp
17281,laptop
17282,banana
17283,chair
17284,pig
17285,laptop
17286,laptop
17287,pig
17288,violin
17289,keyboard
17290,harp
17291,nose
17292,laptop
17293,snowman
17294,skyscraper
17295,skyscraper
17296,spider
17297,laptop
17298,chair
17299,pig
17300,skyscraper
17301,chair
17302,snowman
17303,foot
17304,skyscraper
17305,bulldozer
17306,snowman
17307,pig
17308,bulldozer
17309,spider
17310,eyeglasses
17311,banana
17312,nose
17313,eyeglasses
17314,spider
17315,nose
17316,nose
17317,bulldozer
17318,laptop
17319,eyeglasses
17320,bulldozer
17321,nose
17322,bulldozer
17323,pig
17324,harp
17325,foot
17326,banana
17327,skyscraper
17328,skyscraper
17329,eyeglasses
17330,harp
17331,bulldozer
17332,foot
17333,eyeglasses
17334,skyscraper
17335,laptop
17336,snowman
17337,snowman
17338,banana
17339,harp
17340,bulldozer
17341,bulldozer
17342,skyscraper
17343,laptop
17344,eyeglasses
17345,banana
17346,violin
17347,foot
17348,nose
17349,banana
17350,chair
17351,nose
17352,laptop
17353,skyscraper
17354,foot
17355,spider
17356,harp
17357,spider
17358,foot
17359,bulldozer
17360,bulldozer
17361,bulldozer
17362,eyeglasses
17363,laptop
17364,skyscraper
17365,keyboard
17366,skyscraper
17367,eyeglasses
17368,pig
17369,laptop
17370,snowman
17371,keyboard
17372,bulldozer
17373,snowman
17374,foot
17375,skyscraper
17376,snowman
17377,laptop
17378,spider
17379,laptop
17380,eyeglasses
17381,keyboard
17382,eyeglasses
17383,violin
17384,skyscraper
17385,harp
17386,bulldozer
17387,foot
17388,skyscraper
17389,bulldozer
17390,violin
17391,skyscraper
17392,spider
17393,harp
17394,foot
17395,nose
17396,skyscraper
17397,bulldozer
17398,nose
17399,skyscraper
17400,snowman
17401,skyscraper
17402,bulldozer
17403,harp
17404,eyeglasses
17405,bulldozer
17406,violin
17407,banana
17408,banana
17409,eyeglasses
17410,eyeglasses
17411,keyboard
17412,violin
17413,pig
17414,foot
17415,keyboard
17416,snowman
17417,bulldozer
17418,skyscraper
17419,laptop
17420,laptop
17421,keyboard
17422,snowman
17423,laptop
17424,foot
17425,laptop
17426,laptop
17427,skyscraper
17428,snowman
17429,eyeglasses
17430,eyeglasses
17431,foot
17432,laptop
17433,keyboard
17434,skyscraper
17435,violin
17436,violin
17437,nose
17438,laptop
17439,eyeglasses
17440,chair
17441,keyboard
17442,nose
17443,spider
17444,bulldozer
17445,keyboard
17446,snowman
17447,spider
17448,keyboard
17449,bulldozer
17450,chair
17451,bulldozer
17452,harp
17453,harp
17454,harp
17455,hand
17456,eyeglasses
17457,hand
17458,chair
17459,violin
17460,nose
17461,pig
17462,snowman
17463,banana
17464,harp
17465,eyeglasses
17466,eyeglasses
17467,banana
17468,snowman
17469,eyeglasses
17470,chair
17471,nose
17472,spider
17473,eyeglasses
17474,laptop
17475,bulldozer
17476,spider
17477,eyeglasses
17478,chair
17479,laptop
17480,laptop
17481,snowman
17482,snowman
17483,skyscraper
17484,foot
17485,bulldozer
17486,snowman
17487,harp
17488,eyeglasses
17489,bulldozer
17490,skyscraper
17491,eyeglasses
17492,bulldozer
17493,banana
17494,eyeglasses
17495,skyscraper
17496,eyeglasses
17497,bulldozer
17498,eyeglasses
17499,keyboard
17500,nose
17501,eyeglasses
17502,eyeglasses
17503,violin
17504,eyeglasses
17505,banana
17506,eyeglasses
17507,banana
17508,violin
17509,pig
17510,eyeglasses
17511,chair
17512,eyeglasses
17513,laptop
17514,pig
17515,skyscraper
17516,spider
17517,bulldozer
17518,bulldozer
17519,bulldozer
17520,keyboard
17521,keyboard
17522,eyeglasses
17523,chair
17524,skyscraper
17525,laptop
17526,spider
17527,spider
17528,pig
17529,banana
17530,harp
17531,harp
17532,laptop
17533,laptop
17534,hand
17535,chair
17536,violin
17537,harp
17538,skyscraper
17539,keyboard
17540,bulldozer
17541,snowman
17542,harp
17543,harp
17544,hand
17545,laptop
17546,skyscraper
17547,laptop
17548,harp
17549,laptop
17550,pig
17551,keyboard
17552,pig
17553,chair
17554,laptop
17555,eyeglasses
17556,hand
17557,hand
17558,keyboard
17559,chair
17560,skyscraper
17561,laptop
17562,spider
17563,eyeglasses
17564,chair
17565,harp
17566,spider
17567,laptop
17568,laptop
17569,laptop
17570,laptop
17571,bulldozer
17572,skyscraper
17573,keyboard
17574,laptop
17575,banana
17576,hand
17577,pig
17578,bulldozer
17579,harp
17580,eyeglasses
17581,eyeglasses
17582,violin
17583,skyscraper
17584,laptop
17585,snowman
17586,spider
17587,eyeglasses
17588,chair
17589,spider
17590,skyscraper
17591,banana
17592,keyboard
17593,eyeglasses
17594,chair
17595,nose
17596,keyboard
17597,spider
17598,chair
17599,laptop
17600,violin
17601,chair
17602,keyboard
17603,foot
17604,bulldozer
17605,banana
17606,bulldozer
17607,spider
17608,spider
17609,chair
17610,bulldozer
17611,chair
17612,violin
17613,keyboard
17614,keyboard
17615,eyeglasses
17616,bulldozer
17617,keyboard
17618,spider
17619,harp
17620,laptop
17621,snowman
17622,spider
17623,eyeglasses
17624,eyeglasses
17625,spider
17626,bulldozer
17627,eyeglasses
17628,keyboard
17629,skyscraper
17630,eyeglasses
17631,eyeglasses
17632,harp
17633,banana
17634,banana
17635,spider
17636,chair
17637,nose
17638,hand
17639,bulldozer
17640,eyeglasses
17641,bulldozer
17642,banana
17643,skyscraper
17644,eyeglasses
17645,eyeglasses
17646,keyboard
17647,laptop
17648,violin
17649,laptop
17650,hand
17651,spider
17652,skyscraper
17653,eyeglasses
17654,skyscraper
17655,keyboard
17656,bulldozer
17657,keyboard
17658,skyscraper
17659,snowman
17660,skyscraper
17661,chair
17662,skyscraper
17663,foot
17664,pig
17665,bulldozer
17666,eyeglasses
17667,chair
17668,banana
17669,skyscraper
17670,laptop
17671,chair
17672,hand
17673,skyscraper
17674,foot
17675,banana
17676,laptop
17677,snowman
17678,spider
17679,skyscraper
17680,bulldozer
17681,banana
17682,chair
17683,banana
17684,skyscraper
17685,banana
17686,spider
17687,skyscraper
17688,eyeglasses
17689,laptop
17690,harp
17691,skyscraper
17692,laptop
17693,skyscraper
17694,banana
17695,skyscraper
17696,nose
17697,skyscraper
17698,eyeglasses
17699,banana
17700,pig
17701,spider
17702,eyeglasses
17703,violin
17704,keyboard
17705,bulldozer
17706,nose
17707,eyeglasses
17708,skyscraper
17709,eyeglasses
17710,harp
17711,nose
17712,keyboard
17713,foot
17714,violin
17715,snowman
17716,eyeglasses
17717,hand
17718,laptop
17719,eyeglasses
17720,bulldozer
17721,laptop
17722,skyscraper
17723,banana
17724,keyboard
17725,spider
17726,skyscraper
17727,snowman
17728,snowman
17729,bulldozer
17730,banana
17731,spider
17732,laptop
17733,harp
17734,skyscraper
17735,harp
17736,nose
17737,keyboard
17738,eyeglasses
17739,chair
17740,laptop
17741,violin
17742,bulldozer
17743,keyboard
17744,hand
17745,keyboard
17746,chair
17747,eyeglasses
17748,snowman
17749,snowman
17750,laptop
17751,keyboard
17752,skyscraper
17753,skyscraper
17754,laptop
17755,spider
17756,eyeglasses
17757,chair
17758,snowman
17759,chair
17760,bulldozer
17761,eyeglasses
17762,keyboard
17763,laptop
17764,harp
17765,violin
17766,eyeglasses
17767,spider
17768,laptop
17769,violin
17770,snowman
17771,bulldozer
17772,nose
17773,eyeglasses
17774,eyeglasses
17775,eyeglasses
17776,eyeglasses
17777,banana
17778,skyscraper
17779,hand
17780,eyeglasses
17781,snowman
17782,harp
17783,laptop
17784,skyscraper
17785,bulldozer
17786,eyeglasses
17787,spider
17788,hand
17789,keyboard
17790,hand
17791,chair
17792,eyeglasses
17793,hand
17794,skyscraper
17795,laptop
17796,skyscraper
17797,banana
17798,snowman
17799,laptop
17800,bulldozer
17801,eyeglasses
17802,spider
17803,bulldozer
17804,eyeglasses
17805,skyscraper
17806,laptop
17807,chair
17808,chair
17809,harp
17810,skyscraper
17811,snowman
17812,banana
17813,chair
17814,nose
17815,laptop
17816,laptop
17817,spider
17818,skyscraper
17819,spider
17820,foot
17821,laptop
17822,eyeglasses
17823,skyscraper
17824,hand
17825,skyscraper
17826,eyeglasses
17827,eyeglasses
17828,eyeglasses
17829,skyscraper
17830,keyboard
17831,harp
17832,bulldozer
17833,eyeglasses
17834,foot
17835,eyeglasses
17836,harp
17837,eyeglasses
17838,chair
17839,spider
17840,laptop
17841,foot
17842,eyeglasses
17843,banana
17844,skyscraper
17845,bulldozer
17846,harp
17847,skyscraper
17848,harp
17849,bulldozer
17850,hand
17851,eyeglasses
17852,keyboard
17853,snowman
17854,bulldozer
17855,spider
17856,laptop
17857,snowman
17858,laptop
17859,spider
17860,bulldozer
17861,spider
17862,foot
17863,laptop
17864,snowman
17865,skyscraper
17866,bulldozer
17867,bulldozer
17868,snowman
17869,eyeglasses
17870,violin
17871,keyboard
17872,eyeglasses
17873,bulldozer
17874,skyscraper
17875,spider
17876,snowman
17877,eyeglasses
17878,eyeglasses
17879,spider
17880,skyscraper
17881,skyscraper
17882,bulldozer
17883,foot
17884,skyscraper
17885,skyscraper
17886,chair
17887,nose
17888,pig
17889,nose
17890,snowman
17891,skyscraper
17892,eyeglasses
17893,chair
17894,skyscraper
17895,eyeglasses
17896,skyscraper
17897,keyboard
17898,bulldozer
17899,skyscraper
17900,chair
17901,spider
17902,violin
17903,spider
17904,hand
17905,spider
17906,skyscraper
17907,eyeglasses
17908,snowman
17909,skyscraper
17910,skyscraper
17911,spider
17912,eyeglasses
17913,pig
17914,chair
17915,laptop
17916,keyboard
17917,skyscraper
17918,skyscraper
17919,foot
17920,eyeglasses
17921,chair
17922,pig
17923,laptop
17924,bulldozer
17925,nose
17926,chair
17927,banana
17928,nose
17929,banana
17930,spider
17931,eyeglasses
17932,skyscraper
17933,nose
17934,pig
17935,eyeglasses
17936,harp
17937,laptop
17938,bulldozer
17939,eyeglasses
17940,skyscraper
17941,laptop
17942,nose
17943,eyeglasses
17944,bulldozer
17945,spider
17946,pig
17947,harp
17948,keyboard
17949,laptop
17950,violin
17951,keyboard
17952,banana
17953,banana
17954,skyscraper
17955,snowman
17956,keyboard
17957,laptop
17958,pig
17959,snowman
17960,laptop
17961,bulldozer
17962,eyeglasses
17963,laptop
17964,keyboard
17965,hand
17966,keyboard
17967,bulldozer
17968,eyeglasses
17969,pig
17970,snowman
17971,nose
17972,bulldozer
17973,eyeglasses
17974,skyscraper
17975,eyeglasses
17976,chair
17977,hand
17978,laptop
17979,foot
17980,violin
17981,skyscraper
17982,skyscraper
17983,skyscraper
17984,eyeglasses
17985,chair
17986,harp
17987,chair
17988,banana
17989,spider
17990,eyeglasses
17991,snowman
17992,eyeglasses
17993,chair
17994,keyboard
17995,violin
17996,foot
17997,nose
17998,eyeglasses
17999,eyeglasses
18000,laptop
18001,eyeglasses
18002,violin
18003,eyeglasses
18004,bulldozer
18005,chair
18006,spider
18007,skyscraper
18008,bulldozer
18009,snowman
18010,banana
18011,keyboard
18012,bulldozer
18013,foot
18014,skyscraper
18015,skyscraper
18016,pig
18017,laptop
18018,eyeglasses
18019,chair
18020,harp
18021,bulldozer
18022,harp
18023,skyscraper
18024,violin
18025,banana
18026,bulldozer
18027,foot
18028,eyeglasses
18029,bulldozer
18030,skyscraper
18031,skyscraper
18032,keyboard
18033,violin
18034,violin
18035,chair
18036,banana
18037,eyeglasses
18038,bulldozer
18039,chair
18040,keyboard
18041,laptop
18042,keyboard
18043,foot
18044,snowman
18045,eyeglasses
18046,nose
18047,banana
18048,eyeglasses
18049,foot
18050,spider
18051,hand
18052,skyscraper
18053,bulldozer
18054,eyeglasses
18055,bulldozer
18056,eyeglasses
18057,harp
18058,banana
18059,spider
18060,laptop
18061,foot
18062,hand
18063,keyboard
18064,banana
18065,laptop
18066,bulldozer
18067,foot
18068,skyscraper
18069,eyeglasses
18070,snowman
18071,banana
18072,chair
18073,skyscraper
18074,keyboard
18075,pig
18076,hand
18077,eyeglasses
18078,harp
18079,hand
18080,spider
18081,eyeglasses
18082,banana
18083,eyeglasses
18084,nose
18085,eyeglasses
18086,banana
18087,nose
18088,eyeglasses
18089,spider
18090,chair
18091,pig
18092,bulldozer
18093,bulldozer
18094,banana
18095,skyscraper
18096,laptop
18097,keyboard
18098,banana
18099,laptop
18100,chair
18101,snowman
18102,keyboard
18103,bulldozer
18104,skyscraper
18105,skyscraper
18106,eyeglasses
18107,snowman
18108,harp
18109,bulldozer
18110,laptop
18111,eyeglasses
18112,harp
18113,eyeglasses
18114,bulldozer
18115,hand
18116,nose
18117,violin
18118,bulldozer
18119,eyeglasses
18120,bulldozer
18121,banana
18122,foot
18123,eyeglasses
18124,keyboard
18125,laptop
18126,hand
18127,keyboard
18128,eyeglasses
18129,pig
18130,spider
18131,banana
18132,eyeglasses
18133,spider
18134,spider
18135,bulldozer
18136,keyboard
18137,chair
18138,eyeglasses
18139,harp
18140,banana
18141,bulldozer
18142,eyeglasses
18143,violin
18144,hand
18145,snowman
18146,chair
18147,eyeglasses
18148,spider
18149,eyeglasses
18150,eyeglasses
18151,foot
18152,chair
18153,skyscraper
18154,skyscraper
18155,bulldozer
18156,foot
18157,eyeglasses
18158,snowman
18159,nose
18160,harp
18161,bulldozer
18162,eyeglasses
18163,banana
18164,pig
18165,violin
18166,violin
18167,laptop
18168,laptop
18169,snowman
18170,skyscraper
18171,eyeglasses
18172,bulldozer
18173,skyscraper
18174,spider
18175,banana
18176,foot
18177,eyeglasses
18178,laptop
18179,bulldozer
18180,snowman
18181,bulldozer
18182,eyeglasses
18183,hand
18184,skyscraper
18185,spider
18186,bulldozer
18187,eyeglasses
18188,laptop
18189,skyscraper
18190,eyeglasses
18191,keyboard
18192,eyeglasses
18193,nose
18194,skyscraper
18195,chair
18196,bulldozer
18197,violin
18198,bulldozer
18199,snowman
18200,skyscraper
18201,bulldozer
18202,snowman
18203,foot
18204,laptop
18205,nose
18206,violin
18207,chair
18208,banana
18209,hand
18210,hand
18211,keyboard
18212,foot
18213,chair
18214,harp
18215,foot
18216,nose
18217,harp
18218,skyscraper
18219,skyscraper
18220,pig
18221,hand
18222,snowman
18223,laptop
18224,laptop
18225,eyeglasses
18226,skyscraper
18227,eyeglasses
18228,bulldozer
18229,laptop
18230,spider
18231,violin
18232,eyeglasses
18233,skyscraper
18234,eyeglasses
18235,bulldozer
18236,banana
18237,spider
18238,harp
18239,chair
18240,spider
18241,bulldozer
18242,eyeglasses
18243,skyscraper
18244,spider
18245,harp
18246,eyeglasses
18247,nose
18248,eyeglasses
18249,hand
18250,harp
18251,skyscraper
18252,violin
18253,eyeglasses
18254,snowman
18255,banana
18256,snowman
18257,spider
18258,violin
18259,banana
18260,laptop
18261,laptop
18262,spider
18263,foot
18264,harp
18265,foot
18266,skyscraper
18267,keyboard
18268,snowman
18269,chair
18270,eyeglasses
18271,harp
18272,nose
18273,nose
18274,nose
18275,laptop
18276,banana
18277,chair
18278,violin
18279,laptop
18280,keyboard
18281,snowman
18282,eyeglasses
18283,chair
18284,skyscraper
18285,laptop
18286,nose
18287,bulldozer
18288,nose
18289,eyeglasses
18290,eyeglasses
18291,chair
18292,harp
18293,bulldozer
18294,laptop
18295,spider
18296,harp
18297,pig
18298,eyeglasses
18299,hand
18300,keyboard
18301,bulldozer
18302,spider
18303,chair
18304,spider
18305,eyeglasses
18306,snowman
18307,foot
18308,hand
18309,hand
18310,skyscraper
18311,pig
18312,eyeglasses
18313,foot
18314,hand
18315,keyboard
18316,laptop
18317,laptop
18318,laptop
18319,nose
18320,eyeglasses
18321,snowman
18322,laptop
18323,laptop
18324,keyboard
18325,spider
18326,chair
18327,violin
18328,foot
18329,skyscraper
18330,eyeglasses
18331,bulldozer
18332,bulldozer
18333,hand
18334,skyscraper
18335,bulldozer
18336,bulldozer
18337,laptop
18338,hand
18339,eyeglasses
18340,nose
18341,chair
18342,spider
18343,banana
18344,pig
18345,chair
18346,eyeglasses
18347,snowman
18348,spider
18349,skyscraper
18350,snowman
18351,spider
18352,chair
18353,bulldozer
18354,banana
18355,violin
18356,chair
18357,nose
18358,banana
18359,banana
18360,chair
18361,chair
18362,keyboard
18363,eyeglasses
18364,bulldozer
18365,pig
18366,spider
18367,bulldozer
18368,eyeglasses
18369,eyeglasses
18370,harp
18371,skyscraper
18372,violin
18373,hand
18374,eyeglasses
18375,laptop
18376,snowman
18377,eyeglasses
18378,snowman
18379,spider
18380,bulldozer
18381,laptop
18382,eyeglasses
18383,skyscraper
18384,bulldozer
18385,banana
18386,spider
18387,violin
18388,spider
18389,hand
18390,eyeglasses
18391,banana
18392,eyeglasses
18393,harp
18394,eyeglasses
18395,laptop
18396,banana
18397,laptop
18398,harp
18399,chair
18400,harp
18401,keyboard
18402,eyeglasses
18403,skyscraper
18404,skyscraper
18405,chair
18406,foot
18407,keyboard
18408,snowman
18409,harp
18410,spider
18411,hand
18412,pig
18413,snowman
18414,banana
18415,violin
18416,chair
18417,skyscraper
18418,skyscraper
18419,skyscraper
18420,hand
18421,spider
18422,foot
18423,eyeglasses
18424,spider
18425,keyboard
18426,snowman
18427,skyscraper
18428,eyeglasses
18429,banana
18430,bulldozer
18431,pig
18432,banana
18433,foot
18434,skyscraper
18435,skyscraper
18436,eyeglasses
18437,laptop
18438,keyboard
18439,snowman
18440,foot
18441,pig
18442,violin
18443,bulldozer
18444,spider
18445,chair
18446,keyboard
18447,laptop
